,isbn,ratings_count,reviews_count,text_reviews_count,work_ratings_count,work_reviews_count,work_text_reviews_count,average_rating
0,1455581178,11,24,1,23190,44460,1813,3.95
0,0316407186,9,19,1,15878,31805,1128,3.97
0,0345534190,170,479,47,69489,144721,7677,3.93
0,034552778X,106,165,23,32899,55084,2809,3.79
0,0399173358,4823,10045,368,8891,16545,505,4.24
0,0399167447,9083,17289,1716,11809,21675,1889,4.26
0,145552977X,15,27,0,10587,24122,785,3.68
0,0698163478,151,211,47,130712,263964,10806,4.18
0,0345548418,48,116,10,11068,19214,832,3.96
0,031621101X,31,73,4,18410,35191,1146,4.06
0,1569479828,90,153,20,31744,74512,3259,3.61
0,0440334861,7,10,0,372423,607679,12154,3.84
0,0778312518,8359,15156,386,10321,18638,482,4.15
0,0061758221,99,184,16,10274,18692,726,3.94
0,1416586768,45,80,11,18506,28705,737,4.27
0,0316097373,29,78,7,11978,22513,1330,3.37
0,0553901133,108,200,32,53828,102924,2352,3.96
0,0525505318,827,1338,92,327118,642636,24729,3.78
0,1250126096,6,17,2,18127,43598,2124,4.01
0,1250099676,24,32,7,31119,67913,3733,3.83
0,0316513229,461,848,54,10861,31217,863,3.89
0,125016155X,7,21,1,17339,37442,1552,4.29
0,076532637X,76759,140163,5376,120167,236489,7966,4.61
0,0525435921,130,281,20,108388,182989,8299,4.01
0,1476716757,52,96,14,71629,191515,7876,3.62
0,031627397X,7974,17633,751,14675,35552,1000,3.99
0,0735225117,8940,17712,1339,17698,34627,1858,3.89
0,0316395455,700,1197,145,9020,22444,1269,3.26
0,1501156004,75248,147749,6520,105661,221609,9410,3.53
0,0399184015,272,679,26,5544,10809,340,4.24
0,0553392697,24,50,8,20536,46025,2385,3.68
0,0062311158,2327,14630,218,18083,47445,1866,4.43
0,1420136070,213,1691,32,3747,10361,319,4.03
0,1501115073,4695,10503,737,151322,367164,20599,4.05
0,0425285057,78,136,25,119391,250838,10474,3.69
0,0345531116,255,536,32,8994,19454,599,3.84
0,0425280128,10086,21576,922,17551,35759,1283,4.24
0,1455568139,3,6,1,7333,18141,505,3.79
0,031627402X,9222,21437,1371,12886,27802,1609,3.83
0,1501150316,12,42,1,7363,17513,616,4.06
0,1101885572,3,13,2,6711,13559,481,3.92
0,042528011X,11230,23863,935,18568,37264,1245,4.15
0,0345545966,10788,25860,1787,15952,36474,2264,3.6
0,1451617836,22,41,6,35586,75149,3191,3.75
0,0061957658,54,95,20,31058,60342,3394,3.58
0,0062107313,31709,72758,4251,38601,85588,4785,3.64
0,1781162646,102384,181035,10370,114769,201217,11786,3.91
0,1429997176,117,176,32,106306,159176,6006,4.52
0,1476711100,9760,17061,621,11483,19402,653,3.71
0,1455546348,11,27,1,12926,22318,757,4.01
0,1101884037,209,365,24,5542,14456,441,4.0
0,0062390821,849,2839,142,12047,28033,1201,3.82
0,1420136135,162,3263,43,2065,9517,208,3.91
0,0399176624,5536,9554,772,10909,22267,1044,4.21
0,1101884096,260,462,38,7781,18398,675,4.09
0,0735215537,213,400,30,4542,10400,281,4.21
0,1101884002,236,429,37,5960,14363,500,4.05
0,0451488512,316,904,69,6817,15216,980,4.21
0,145553692X,2,4,0,128,571,7,4.35
0,0062430262,73733,159593,6359,114814,308286,9702,4.09
0,0345546784,43,73,18,26542,68327,2806,3.95
0,039957557X,152,345,26,4840,10703,301,4.28
0,150117164X,6091,12864,638,9793,22221,821,3.97
0,0399583971,154,324,20,2964,7445,283,4.28
0,1101946156,24748,65568,4349,31732,82998,5538,3.44
0,1101884061,375,960,64,7215,18267,589,3.91
0,1250066190,28681,69189,4003,40061,93183,4793,4.3
0,0345531086,4197,9118,566,8485,18572,746,4.01
0,0735215863,268,522,41,5247,11692,347,3.99
0,0062390783,684,2478,92,12669,28176,1145,3.55
0,110188391X,240,474,30,6838,15818,426,4.04
0,1250099587,25,43,13,25217,53303,2683,3.78
0,037378970X,120,776,11,1549,4215,142,4.02
0,0399176616,5292,9125,718,10372,18944,896,4.26
0,110188388X,2625,6160,323,5964,13304,429,3.87
0,0812995341,96381,256353,15722,120369,312799,19397,3.75
0,1250121019,41,67,15,294135,616566,26049,3.95
0,0345543866,47,101,5,22583,48790,1969,4.18
0,0399176802,2617,5891,287,5291,11076,379,3.76
